X,Y,Z
-0.0066770761184881,-26.043417960235,25.4375634550321
-0.00594076075784,-28.1439661751591,22.7830886817306
-5.70961788917488,-24.9348518582332,25.289560935998
-5.70961788917488,-24.9348518582332,25.289560935998
-6.15590674364326,-26.897066330792,22.620787934163
-11.0974721100182,-22.9596835878349,25.3026851662026
-11.0974721100182,-22.9596835878349,25.3026851662026
-11.9857072948338,-24.8086574766702,22.6506529973366
-16.0607258597665,-20.0445929127996,25.4162603033144
-16.0607258597665,-20.0445929127996,25.4162603033144
-17.403673316609,-21.7317019820105,22.79586887411
-20.39630697649,-16.1608554366301,25.5826785604386
-20.39630697649,-16.1608554366301,25.5826785604386
-22.1634688225866,-17.5721488612158,22.9866748798848
-23.8251530790548,-11.3616948939303,25.7492618657848
-23.8251530790548,-11.3616948939303,25.7492618657848
-25.8975709476518,-12.3611223310805,23.1495883927127
-26.0313642640187,-5.82599377628181,25.8551203128158
-26.0313642640187,-5.82599377628181,25.8551203128158
-28.185363178837,-6.31910180400784,23.206313598444
-26.7354847049939,0.114202733065879,25.843384216032
-26.7354847049939,0.114202733065879,25.843384216032
-28.659466319589,0.111660099824275,23.0825841214914
-25.8990842064838,6.01805205663104,26.2113952332446
-25.8990842064838,6.01805205663104,26.2113952332446
-27.4395774557382,6.3656529208648,23.3007175695562
-23.8031415487108,11.5685273979579,26.5919519791375
-23.8031415487108,11.5685273979579,26.5919519791375
-24.9938868201307,12.137179827086,23.5594040181314
-20.5397261465288,16.4886592739114,26.9635519334718
-20.5397261465288,16.4886592739114,26.9635519334718
-21.4398499295239,17.2015505617904,23.8457922396172
-16.2739787745036,20.5220986625027,27.3141321220847
-16.2739787745036,20.5220986625027,27.3141321220847
-16.9410774561178,21.3541686152944,24.1523755663284
-11.2339288404032,23.4508156081498,27.6332872324822
-11.2339288404032,23.4508156081498,27.6332872324822
-11.7021848420722,24.4201338924022,24.472945048764
-5.70179835872011,25.1102975587808,27.9089649683441
-5.70179835872011,25.1102975587808,27.9089649683441
-5.96464177768656,26.2630190024721,24.8005777567225
-0.00326084417962263,25.4073637282097,28.129296655921
-0.00326084417962263,25.4073637282097,28.129296655921
-0.00160163455367061,26.7956247213448,25.1278843931642
5.56629545545231,24.5584579494639,28.1412293376891
5.56629545545231,24.5584579494639,28.1412293376891
5.93247538413098,26.1507594510252,25.2595250170307
10.7512558035896,22.4699954613416,28.1268565742065
10.7512558035896,22.4699954613416,28.1268565742065
